房源编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
BAOJI2485250672782475264,宝鸡,金台区,大庆路,进新花园,118㎡,整租,东北,1200元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2480252255534850048,宝鸡,金台区,大庆路,电机段高层住宅小区,121㎡,整租,南,1300元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,33层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2495591602618105856,宝鸡,渭滨区,火车站,永嘉批发市场住宅楼,109㎡,整租,南/北,1400元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2492729868316311552,宝鸡,金台区,陈仓园,陈仓园,91㎡,整租,南,1300元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2506318094553849856,宝鸡,金台区,上马营,宝鸡机床集团公司住宅二区,80㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2512821631693897728,宝鸡,金台区,上马营,五洲现代城,111㎡,整租,南,1200元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,28层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2514289457579171840,宝鸡,金台区,大庆路,进新花园,98㎡,整租,南/西,1300元/月,,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,31层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2526784922249592832,宝鸡,金台区,群众路,建华小区一号院,110㎡,整租,南/北,1200元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2528884992227155968,宝鸡,金台区,陈仓园,陈仓园,91㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,商水,暂无数据,有,集中供暖
BAOJI2528100096298991616,宝鸡,金台区,陈仓园,陈仓园,93㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2532432249086296064,宝鸡,金台区,陈仓园,陈仓园,91㎡,整租,南,1300元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2527397929098936320,宝鸡,金台区,大庆路,戴家湾小区,98㎡,整租,南,1300元/月,,2室,2厅,1卫,随时入住,2年以内,需提前预约,中楼层,22层,有,租用车位,民水,民电,有,集中供暖
BAOJI2533323418552500224,宝鸡,金台区,火车站,曙光路180号院,114㎡,整租,南/北,1200元/月,,3室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2538449343472738304,宝鸡,渭滨区,桥南,凌云·锦绣,103㎡,整租,南/北,1500元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2549203820475858944,宝鸡,渭滨区,桥南,翡翠城,126㎡,整租,南,1300元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,29层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2549031645244571648,宝鸡,渭滨区,桥南,盛华大厦,78㎡,整租,南/北,1000元/月,,1室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,23层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2545550830480924672,宝鸡,渭滨区,姜谭路,姜源城,128㎡,整租,南/北,1500元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,30层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2552978081304551424,宝鸡,渭滨区,高新区,髙新佳园二期,82㎡,整租,南,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2544075644363882496,宝鸡,渭滨区,火车站,规划局家属院,142㎡,整租,南/北,1200元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2549059209992355840,宝鸡,金台区,上马营,石油小区(东风路),96㎡,整租,南/北,1200元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2542518029082959872,宝鸡,金台区,陈仓园,陈仓园,91㎡,整租,南/北,1300元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,7层,无,租用车位,民水,民电,有,集中供暖
BAOJI2553435224923185152,宝鸡,渭滨区,桥南,工行家属区,98㎡,整租,南/北,1500元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2300690028265226240,宝鸡,金台区,大庆路,进新花园,140㎡,整租,南,1300元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,低楼层,29层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2352056924184248320,宝鸡,渭滨区,火车站,宝鸡车站高层住宅,90㎡,整租,南/北,1500元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,暂无数据,高楼层,18层,有,免费使用,暂无数据,暂无数据,有,集中供暖
BAOJI2317299352861163520,宝鸡,渭滨区,桥南,水岸丽园,138㎡,整租,南/北,1500元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,15层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2340607547125809152,宝鸡,渭滨区,火车站,九华园,108㎡,整租,南,1350元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2361592118213869568,宝鸡,金台区,大庆路,戴家湾小区,100㎡,整租,东南,1200元/月,年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,22层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2354249661478338560,宝鸡,金台区,上马营,中央储备粮宝鸡直属库南院住宅区,100㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
BAOJI2465218032893427712,宝鸡,渭滨区,火车站,鑫寳大厦,135㎡,整租,南,1500元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2467908183469850624,宝鸡,渭滨区,石坝河,龙山花园,90㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,32层,无,暂无数据,暂无数据,暂无数据,有,暂无数据
BAOJI2488360227770990592,宝鸡,金台区,上马营,联盟三组住宅楼,100㎡,整租,东,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2495591602618105856,宝鸡,渭滨区,火车站,永嘉批发市场住宅楼,109㎡,整租,南/北,1400元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2493967455735783424,宝鸡,金台区,陈仓园,陈仓园,89㎡,整租,南/北,1300元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2510211383606378496,宝鸡,金台区,大庆路,进新花园,102㎡,整租,西,1200元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,中楼层,33层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2504397192350146560,宝鸡,渭滨区,火车站,万达新村,148㎡,整租,东南,1400元/月,,4室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2502127662592966656,宝鸡,渭滨区,火车站,天利大厦,101㎡,整租,南,1400元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,17层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2506318094553849856,宝鸡,金台区,上马营,宝鸡机床集团公司住宅二区,80㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2510776329704570880,宝鸡,金台区,上马营,联盟三组住宅楼,105㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,2年以内,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2528884992227155968,宝鸡,金台区,陈仓园,陈仓园,91㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,商水,暂无数据,有,集中供暖
BAOJI2528100096298991616,宝鸡,金台区,陈仓园,陈仓园,93㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2532432249086296064,宝鸡,金台区,陈仓园,陈仓园,91㎡,整租,南,1300元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2527397929098936320,宝鸡,金台区,大庆路,戴家湾小区,98㎡,整租,南,1300元/月,,2室,2厅,1卫,随时入住,2年以内,需提前预约,中楼层,22层,有,租用车位,民水,民电,有,集中供暖
BAOJI2529529168945741824,宝鸡,金台区,上马营,东风路31号住宅小区,95㎡,整租,北,1200元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
BAOJI2523852686160568320,宝鸡,渭滨区,火车站,建筑设计院家属楼,70㎡,整租,南/北,1400元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,1层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2531820187741585408,宝鸡,金台区,大庆路,戴家湾小区,98㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,22层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2535382164879982592,宝鸡,金台区,上马营,上马营二号小区,90㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2538449343472738304,宝鸡,渭滨区,桥南,凌云·锦绣,103㎡,整租,南/北,1500元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2525878680702959616,宝鸡,渭滨区,三迪,三迪加州阳光小区,105㎡,整租,南,1500元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,中楼层,11层,无,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2516563538139684864,宝鸡,金台区,大庆路,戴家湾小区,90㎡,整租,南,1300元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,22层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2495599586559655936,宝鸡,金台区,上马营,东风花园,77㎡,整租,东,1200元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,低楼层,7层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2539829616349290496,宝鸡,渭滨区,桥南,博众·石景苑,94㎡,整租,南/北,1500元/月,半年付价,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2539251130089873408,宝鸡,金台区,上马营,联盟三组住宅楼,130㎡,整租,南/北,1200元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2560811989337382912,宝鸡,金台区,陈仓园,陈仓园,91㎡,整租,南/北,1300元/月,年付价,2室,2厅,1卫,随时入住,2年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2505832209626710016,宝鸡,渭滨区,高新区,左岸新城,52㎡,整租,北,1400元/月,半年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2530259654500687872,宝鸡,渭滨区,高新区,水木清華,45㎡,整租,北,1500元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,高楼层,26层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2475340964466794496,宝鸡,渭滨区,火车站,天同国际,53㎡,整租,东,1400元/月,,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2512785515397251072,宝鸡,渭滨区,桥南,利兹蓝顿,50㎡,整租,西/西北,1500元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,24层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2522310456627445760,宝鸡,金台区,大庆路,新秦花园住宅小区,80㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2526105129682477056,宝鸡,渭滨区,高新区,樸西佳苑,95㎡,整租,南,1500元/月,年付价,2室,2厅,1卫,随时入住,2年以内,需提前预约,低楼层,24层,无,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2524539772195061760,宝鸡,渭滨区,高新区,宏运佳苑,99㎡,整租,南,1500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,暂无数据
BAOJI2538501150836539392,宝鸡,渭滨区,石坝河,锌业小区,96㎡,整租,南/北,1400元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,18层,有,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2563593865340649472,宝鸡,渭滨区,高新区,城市枫景,98㎡,整租,南,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,暂无数据
BAOJI2543483474179276800,宝鸡,渭滨区,桥南,利兹蓝顿,51㎡,整租,南,1500元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,24层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2467188082365956096,宝鸡,渭滨区,高新区,阳光上东,92㎡,整租,南,1350元/月,,2室,1厅,2卫,随时入住,暂无数据,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2525281641443115008,宝鸡,渭滨区,高新区,阳光上东,96㎡,整租,南,1400元/月,,2室,1厅,1卫,2020-08-01,暂无数据,需提前预约,低楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2555070032409804800,宝鸡,渭滨区,高新区,阳光上东,80㎡,整租,南/北,1400元/月,,2室,1厅,2卫,随时入住,暂无数据,需提前预约,高楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2469399092422516736,宝鸡,渭滨区,高新区,阳光上东,96㎡,整租,南/北,1350元/月,,2室,1厅,2卫,随时入住,暂无数据,需提前预约,中楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2554870722992816128,宝鸡,渭滨区,高新区,阳光上东,95㎡,整租,南,1350元/月,,2室,1厅,2卫,随时入住,暂无数据,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2511614783464685568,宝鸡,金台区,三迪,三迪国际公寓,55㎡,整租,东南/南,1300元/月,半年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,27层,有,租用车位,暂无数据,暂无数据,无,集中供暖
BAOJI2552076350236672000,宝鸡,金台区,三迪,三迪国际公寓,40㎡,整租,南,1300元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,27层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2546926219165966336,宝鸡,渭滨区,桥南,凯跃欧洲城,53㎡,整租,东,1500元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,中楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2219532753983520768,宝鸡,渭滨区,火车站,罗马花园(渭滨区),70㎡,整租,南/北,1400元/月,,1室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2496990504059666432,宝鸡,金台区,三迪,三迪国际公寓,42㎡,整租,西南/西北,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2510818169682673664,宝鸡,金台区,三迪,三迪国际公寓,61㎡,整租,东南,1300元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,27层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2406227668623704064,宝鸡,金台区,三迪,三迪国际公寓,55㎡,整租,南,1200元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2490585966629363712,宝鸡,金台区,三迪,三迪国际公寓,56㎡,整租,东,1200元/月,半年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,27层,有,租用车位,民水,民电,无,集中供暖
BAOJI2554375364919443456,宝鸡,金台区,三迪,东方大厦,42㎡,整租,西南,1250元/月,年付价,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,17层,有,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
BAOJI2361476227464183808,宝鸡,金台区,三迪,轩苑公寓,50㎡,整租,东,1200元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,27层,有,暂无数据,民水,民电,无,集中供暖
